name,iso_country,municipality,icao_code,iata_code
Yakushima Airport,JP,Yakushima,RJFC,KUM
Fukue Airport,JP,Goto,RJFE,FUJ
Fukuoka Airport,JP,Fukuoka,RJFF,FUK
New Tanegashima Airport,JP,Tanegashima,RJFG,TNE
Kagoshima Airport,JP,Kagoshima,RJFK,KOJ
Miyazaki Airport,JP,Miyazaki,RJFM,KMI
Oita Airport,JP,Oita,RJFO,OIT
Kitakyushu Airport,JP,Kitakyushu,RJFR,KKJ
Saga Airport,JP,Saga,RJFS,HSG
Kumamoto Airport,JP,Kumamoto,RJFT,KMJ
Nagasaki Airport,JP,Nagasaki,RJFU,NGS
Chubu Centrair International Airport,JP,Tokoname,RJGG,NGO
Amami Airport,JP,Amami,RJKA,ASJ
Okinoerabu Airport,JP,Wadomari,RJKB,OKE
Kikai Airport,JP,Kikai,RJKI,KKX
Tokunoshima Airport,JP,Amagi,RJKN,TKN
Nagoya Airport / JASDF Komaki Air Base,JP,Nagoya,RJNA,NKM
Komatsu Airport / JASDF Komatsu Air Base,JP,Kanazawa,RJNK,KMQ
Oki Global Geopark Airport,JP,Okinoshima,RJNO,OKI
Mount Fuji Shizuoka Airport,JP,Makinohara / Shimada,RJNS,FSZ
Toyama Airport,JP,Toyama,RJNT,TOY
Noto Satoyama Airport,JP,Wajima,RJNW,NTQ
Hiroshima Airport,JP,Hiroshima,RJOA,HIJ
Okayama Momotaro Airport,JP,Okayama,RJOB,OKJ
Izumo Enmusubi Airport,JP,Izumo,RJOC,IZO
Yonago Kitaro Airport / JASDF Miho Air Base,JP,Yonago,RJOH,YGJ
Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,JP,Iwakuni,RJOI,IWK
Kochi Ryoma Airport,JP,Nankoku,RJOK,KCZ
Matsuyama Airport,JP,Matsuyama,RJOM,MYJ
Osaka International Airport,JP,Osaka,RJOO,ITM
Tottori Sand Dunes Conan Airport,JP,Tottori,RJOR,TTJ
Tokushima Awaodori Airport / JMSDF Tokushima Air Base,JP,Tokushima,RJOS,TKS
Takamatsu Airport,JP,Takamatsu,RJOT,TAK
Iwami Airport,JP,Masuda,RJOW,IWJ
Aomori Airport,JP,Aomori,RJSA,AOJ
Yamagata Airport,JP,Higashine,RJSC,GAJ
Sado Airport,JP,Sado,RJSD,SDS
Fukushima Airport,JP,Sukagawa,RJSF,FKS
Iwate Hanamaki Airport,JP,Hanamaki,RJSI,HNA
Akita Airport,JP,Akita,RJSK,AXT
Misawa Airport / Misawa Air Base,JP,Misawa,RJSM,MSJ
Niigata Airport,JP,Niigata,RJSN,KIJ
Odate Noshiro Airport,JP,Kitaakita,RJSR,ONJ
Sendai Airport,JP,Natori,RJSS,SDJ
Shonai Airport,JP,Shonai,RJSY,SYO
Hachijojima Airport,JP,Hachijojima,RJTH,HAC
Oshima Airport,JP,Izu Oshima,RJTO,OIM
Miyakejima Airport,JP,Miyakejima,RJTQ,MYE
Tokyo Haneda International Airport,JP,Tokyo,RJTT,HND
Naha Airport / JASDF Naha Air Base,JP,Naha,ROAH,OKA
New Ishigaki Airport,JP,Ishigaki,ROIG,ISG
Kumejima Airport,JP,Kumejima,ROKJ,UEO
Minamidaito Airport,JP,Minamidaito,ROMD,MMD
Miyako Airport,JP,Miyakojima,ROMY,MMY
Aguni Airport,JP,Aguni,RORA,AGJ
Kitadaito Airport,JP,Kitadaitōjima,RORK,KTD
Shimojishima Airport,JP,Miyakojima,RORS,SHI
Tarama Airport,JP,Tarama,RORT,TRA
Yoron Airport,JP,Yoron,RORY,RNJ
Yonaguni Airport,JP,Yonaguni,ROYN,OGN
Amboseli Airport,KE,Amboseli National Park,HKAM,ASV
Eldoret International Airport,KE,Eldoret,HKEL,EDL
Jomo Kenyatta International Airport,KE,Nairobi,HKJK,NBO
Kisumu Airport,KE,Kisumu,HKKI,KIS
Manda Airport,KE,Lamu,HKLU,LAU
Mulika Lodge Airport,KE,Meru-Kinna,HKMK,JJM
Malindi Airport,KE,Malindi,HKML,MYD
Moi International Airport,KE,Mombasa,HKMO,MBA
Mara Serena Lodge Airstrip,KE,Masai Mara,HKMS,MRE
Nanyuki Airport,KE,Nanyuki,HKNL,NYK
Nairobi Wilson Airport,KE,Nairobi,HKNW,WIL
Wajir Airport,KE,Wajir,HKWJ,WJR
Manas International Airport,KG,Bishkek,UCFM,BSZ
Osh Airport,KG,Osh,UCFO,OSS
Karakol Airport,KG,Karakol,UCFK,IKG
Issyk-Kul International Airport,KG,Tamchy,UCFL,IKU
Battambang Airport,KH,Battambang,VDBG,BBM
Phnom Penh International Airport,KH,Phnom Penh (Pou Senchey),VDPP,PNH
Siem Reap-Angkor International Airport,KH,Siem Reap,VDSA,SAI
Sihanoukville International Airport,KH,Preah Sihanouk,VDSV,KOS
Bonriki International Airport,KI,Tarawa,NGTA,TRW
Butaritari Airport,KI,Butaritari,NGTU,BBG
Aranuka Airport,KI,Buariki,NGUK,AAK
Cassidy International Airport,KI,Kiritimati,PLCH,CXI
Prince Said Ibrahim International Airport,KM,Moroni,FMCH,HAH
Ouani Airport,KM,Ouani,FMCV,AJN
Robert L. Bradshaw International Airport,KN,Basseterre,TKPK,SKB
Vance W. Amory International Airport,KN,Charlestown,TKPN,NEV
Orang (Chongjin) Airport,KP,Hoemun-ri,ZKHM,RGO
Pyongyang Sunan International Airport,KP,Pyongyang,ZKPY,FNJ
Sondok Airport,KP,Sŏndŏng-ni,ZKSD,DSO
Wonsan Kalma International Airport,KP,Wonsan,ZKWS,WOS
Muan International Airport,KR,Muan (Piseo-ri),RKJB,MWX
Gwangju Airport,KR,Gwangju,RKJJ,KWJ
Gunsan Airport / Gunsan Air Base,KR,Gunsan,RKJK,KUV
Yeosu Airport,KR,Yeosu,RKJY,RSU
Wonju Airport / Hoengseong Air Base (K-38/K-46),KR,Wonju,RKNW,WJU
Yangyang International Airport,KR,Gonghang-ro,RKNY,YNY
Jeju International Airport,KR,Jeju City,RKPC,CJU
Gimhae International Airport,KR,Busan,RKPK,PUS
Sacheon Airport / Sacheon Air Base,KR,Sacheon,RKPS,HIN
Ulsan Airport,KR,Ulsan,RKPU,USN
Incheon International Airport,KR,Seoul,RKSI,ICN
Gimpo International Airport,KR,Seoul,RKSS,GMP
Pohang Airport (G-815/K-3),KR,Pohang,RKTH,KPO
Daegu Airport,KR,Daegu,RKTN,TAE
Cheongju International Airport/Cheongju Air Base (K-59/G-513),KR,Cheongju,RKTU,CJJ
Kuwait International Airport,KW,Kuwait City,OKKK,KWI
Charles Kirkconnell International Airport,KY,West End,MWCB,CYB
Owen Roberts International Airport,KY,George Town,MWCR,GCM
Almaty International Airport,KZ,Almaty,UAAA,ALA
Balkhash Airport,KZ,Balkhash,UAAH,BXH
Usharal Airport,KZ,Usharal,UAAL,USJ
Nursultan Nazarbayev International Airport,KZ,Astana,UACC,NQZ
Kokshetau Airport,KZ,Kokshetau,UACK,KOV
Petropavl Airport,KZ,Petropavl,UACP,PPK
Taraz Airport,KZ,Taraz,UADD,DMB
Shymkent Airport,KZ,Shymkent,UAII,CIT
Hazrat Sultan International Airport,KZ,Turkıstan,UAIT,HSA
Zhezkazgan National Airport,KZ,Zhezkazgan,UAKD,DZN
Sary-Arka Airport,KZ,Karaganda,UAKK,KGF
Kyzylorda Airport,KZ,Kyzylorda,UAOO,KZO
Uralsk Airport,KZ,Uralsk,UARR,URA
Ust-Kamenogorsk Airport,KZ,Ust-Kamenogorsk (Oskemen),UASK,UKK
Pavlodar Airport,KZ,Pavlodar,UASP,PWQ
Semey Airport,KZ,Semey,UASS,PLX
Aktau Airport,KZ,Aktau,UATE,SCO
Atyrau International Airport,KZ,Atyrau,UATG,GUW
Aktobe Airport,KZ,Aktobe,UATT,AKX
Kostanay West Airport,KZ,Kostanay,UAUU,KSN
Luang Phabang International Airport,LA,Luang Phabang,VLLB,LPQ
Luang Namtha Airport,LA,Luang Namtha,VLLN,LXG
Oudomsay Airport,LA,Oudomsay,VLOS,ODY
Pakse International Airport,LA,Pakse,VLPS,PKZ
Wattay International Airport,LA,Vientiane,VLVT,VTE
Xieng Khouang Airport,LA,Xieng Khouang,VLXK,XKH
Beirut Rafic Hariri International Airport,LB,Beirut,OLBA,BEY
George F. L. Charles Airport,LC,Castries,TLPC,SLU
Hewanorra International Airport,LC,Vieux Fort,TLPL,UVF
Bandaranaike International Colombo Airport,LK,Colombo,VCBI,CMB
Batticaloa Airport,LK,Batticaloa,VCCB,BTC
Colombo Ratmalana Airport,LK,Colombo,VCCC,RML
Jaffna International Airport,LK,Jaffna,VCCJ,JAF
Koggala Airport,LK,Galle,VCCK,KCT
China Bay Airport,LK,Trincomalee,VCCT,TRR
Mattala Rajapaksa International Airport,LK,Mattala,VCRI,HRI
Spriggs Payne Airport,LR,Monrovia,GLMR,MLW
Roberts International Airport,LR,Monrovia,GLRB,ROB
Moshoeshoe I International Airport,LS,Mazenod,FXMM,MSU
Kaunas International Airport,LT,Kaunas,EYKA,KUN
Palanga International Airport,LT,Palanga,EYPA,PLQ
Vilnius International Airport,LT,Vilnius,EYVI,VNO
Luxembourg-Findel International Airport,LU,Luxembourg,ELLX,LUX
Riga International Airport,LV,Riga,EVRA,RIX
Ghat Airport,LY,Ghat,HLGT,GHT
Kufra Airport,LY,Kufra,HLKF,AKF
Benina International Airport,LY,Benina,HLLB,BEN
Mitiga International Airport,LY,Tripoli,HLLM,MJI
Al Abraq International Airport,LY,Al Albraq,HLLQ,LAQ
Sabha Airport,LY,Sabha,HLLS,SEB
Misrata International Airport,LY,Misrata,HLMS,MRA
Al Massira Airport,MA,Agadir (Temsia),GMAD,AGA
Tan Tan Airport,MA,Tan Tan,GMAT,TTA
Fes Saïss International Airport,MA,Saïss,GMFF,FEZ
Moulay Ali Cherif Airport,MA,Errachidia,GMFK,ERH
Oujda Angads Airport,MA,Ahl Angad,GMFO,OUD
Rabat-Salé Airport,MA,Rabat,GMME,RBA
Essaouira-Mogador Airport,MA,Essaouira,GMMI,ESU
Mohammed V International Airport,MA,Casablanca,GMMN,CMN
Nador Al Aaroui International Airport,MA,Al Aaroui,GMMW,NDR
Menara Airport,MA,Marrakech,GMMX,RAK
Ouarzazate Airport,MA,Ouarzazate,GMMZ,OZZ
Sania Ramel Airport,MA,Tétouan,GMTN,TTU
Tangier Ibn Battuta Airport,MA,Tangier,GMTT,TNG
Chişinău International Airport,MD,Chişinău,LUKK,RMO
Podgorica Airport / Podgorica Golubovci Airbase,ME,Podgorica,LYPG,TGD
Tivat Airport,ME,Tivat,LYTV,TIV
Grand Case-l'Espérance Airport,MF,Grand Case,TFFG,SFG
Ivato Airport,MG,Antananarivo,FMMI,TNR
Sainte Marie Airport,MG,Vohilava,FMMS,SMS
Toamasina Ambalamanasy Airport,MG,Toamasina,FMMT,TMM
Tambohorano Airport,MG,Tambohorano,FMMU,WTA
Morondava Airport,MG,Morondava,FMMV,MOQ
Arrachart Airport,MG,Antisiranana,FMNA,DIE
Amborovy Airport,MG,Mahajanga,FMNM,MJN
Fascene Airport,MG,Nosy Be,FMNN,NOS
Soalala Airport,MG,Soalala,FMNO,DWB
Besalampy Airport,MG,Besalampy,FMNQ,BPY
Maroantsetra Airport,MG,Maroantsetra,FMNR,WMN
Sambava Airport,MG,Sambava,FMNS,SVB
Tsaratanana Airport,MG,Tsaratanana,FMNT,TTS
Tôlanaro Airport,MG,Tôlanaro,FMSD,FTU
Mananjary Airport,MG,Mananjary,FMSM,MNJ
Toliara Airport,MG,Toliara,FMST,TLE
Eniwetok Airport,MH,Eniwetok Atoll,PKMA,ENT
Marshall Islands International Airport,MH,Majuro Atoll,PKMJ,MAJ
Bucholz Army Air Field,MH,Kwajalein,PKWA,KWA
Ohrid St. Paul the Apostle Airport,MK,Ohrid,LWOH,OHD
Skopje International Airport,MK,Ilinden,LWSK,SKP
Modibo Keita International Airport,ML,Bamako,GABS,BKO
Mopti Ambodédjo International Airport,ML,Sévaré,GAMB,MZI
Timbuktu Airport,ML,Timbuktu,GATB,TOM
Bagan Airport,MM,Nyaung U,VYBG,NYU
Banmaw Airport,MM,Banmaw,VYBM,BMO
Dawei Airport,MM,Dawei,VYDW,TVY
Heho Airport,MM,Kalaw Township,VYHH,HEH
Kengtung Airport,MM,Kengtung,VYKG,KET
Kanti Airport,MM,Kanti,VYKI,KHM
Kyaukpyu Airport,MM,Kyaukpyu,VYKP,KYP
Kawthoung Airport,MM,Kawthoung,VYKT,KAW
Loikaw Airport,MM,Loikaw,VYLK,LIW
Lashio Airport,MM,Lashio,VYLS,LSH
Mandalay International Airport,MM,Mandalay,VYMD,MDL
Myeik Airport,MM,Mkeik,VYME,MGZ
Myitkyina Airport,MM,Myitkyina,VYMK,MYT
Mawlamyine Airport,MM,Mawlamyine,VYMM,MNU
Mong Hsat Airport,MM,Mong Hsat,VYMS,MOG
Magway Airport,MM,Magway,VYMW,MWQ
Nay Pyi Taw International Airport,MM,Pyinmana,VYNT,NYT
Pathein Airport,MM,Pathein,VYPN,BSX
Putao Airport,MM,Putao,VYPT,PBU
Sittwe Airport,MM,Sittwe,VYSW,AKY
Thandwe Airport,MM,Thandwe,VYTD,SNW
Tachileik Airport,MM,Tachileik,VYTL,THL
Yangon International Airport,MM,Yangon,VYYY,RGN
Arvaikheer Airport,MN,Arvaikheer,ZMAH,AVK
Altai Airport,MN,Altai,ZMAT,LTI
Bayankhongor Airport,MN,Bayankhongor,ZMBH,BYN
Bulgan Airport,MN,Bulgan,ZMBN,UGA
Ulaanbaatar Chinggis Khaan International Airport,MN,Ulaanbaatar (Sergelen),ZMCK,UBN
Donoi Airport,MN,Uliastai,ZMDN,ULZ
Dalanzadgad Airport,MN,Dalanzadgad,ZMDZ,DLZ
Khovd Airport,MN,Khovd,ZMKD,HVD
Mandalgobi Airport,MN,Mandalgobi,ZMMG,MXW
Mörön Airport,MN,Mörön,ZMMN,MXV
Ulaangom Airport,MN,Ulaangom,ZMUG,ULO
Ölgii Mongolei Airport,MN,Ölgii,ZMUL,ULG
Macau International Airport,MO,Nossa Senhora do Carmo,VMMC,MFM
Rota International Airport,MP,Rota Island,PGRO,ROP
Saipan International Airport,MP,"I Fadang, Saipan",PGSN,SPN
Tinian International Airport,MP,Tinian Island,PGWT,TIQ
Martinique Aimé Césaire International Airport,MQ,Fort-de-France,TFFF,FDF
Nouakchott–Oumtounsy International Airport,MR,Nouakchott,GQNO,NKC
Nouadhibou International Airport,MR,Nouadhibou,GQPP,NDB
Tazadit Airport,MR,Zouérate,GQPZ,OUZ
John A. Osborne Airport,MS,Gerald's Park,TRPG,MNI
Malta International Airport,MT,Valletta,LMML,MLA
Sir Seewoosagur Ramgoolam International Airport,MU,Plaine Magnien,FIMP,MRU
Sir Charles Gaetan Duval Airport,MU,Port Mathurin,FIMR,RRG
Dharavandhoo Airport,MV,Baa Atoll,VRMD,DRV
Gan International Airport,MV,Gan,VRMG,GAN
Hanimaadhoo Airport,MV,Haa Dhaalu Atoll,VRMH,HAQ
Kadhdhoo Airport,MV,Kadhdhoo,VRMK,KDO
Malé International Airport,MV,Malé,VRMM,MLE
Kooddoo Airport,MV,Huvadhu Atoll,VRMO,GKK
Kaadedhdhoo Airport,MV,Huvadhu Atoll,VRMT,KDM
Villa International Airport Maamigili,MV,Maamigili,VRMV,VAM
Thimarafushi Airport,MV,Thimarafushi,VRNT,TMF
Chileka International Airport,MW,Blantyre,FWCL,BLZ
Kamuzu International Airport,MW,Lumbadzi,FWKI,LLW
General Juan N. Álvarez International Airport,MX,Acapulco,MMAA,ACA
Jesús Terán Peredo International Airport,MX,Aguascalientes,MMAS,AGU
Bahías de Huatulco International Airport,MX,Huatulco,MMBT,HUX
Ciudad del Carmen International Airport,MX,Ciudad del Carmen,MMCE,CME
Bachigualato Federal International Airport,MX,Culiacán,MMCL,CUL
Chetumal International Airport,MX,Chetumal,MMCM,CTM
Ciudad Obregón International Airport,MX,Ciudad Obregón,MMCN,CEN
Ingeniero Alberto Acuña Ongay International Airport,MX,Campeche,MMCP,CPE
Abraham González International Airport,MX,Ciudad Juárez,MMCS,CJS
General Roberto Fierro Villalobos International Airport,MX,Chihuahua,MMCU,CUU
General Pedro Jose Mendez International Airport,MX,Ciudad Victoria,MMCV,CVM
Cozumel International Airport,MX,Cozumel,MMCZ,CZM
General Guadalupe Victoria International Airport,MX,Durango,MMDO,DGO
Amado Nervo National Airport,MX,Tepic,MMEP,TPQ
Guadalajara International Airport,MX,Guadalajara,MMGL,GDL
General José María Yáñez International Airport,MX,Guaymas,MMGM,GYM
Guerrero Negro Airport,MX,San Quintín,MMGR,GUB
General Ignacio P. Garcia International Airport,MX,Hermosillo,MMHO,HMO
Licenciado Miguel de la Madrid International Airport,MX,Colima,MMIA,CLQ
General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,MX,Ixtepec,MMIT,IZT
Valle del Fuerte International Airport,MX,Los Mochis,MMLM,LMM
Del Bajío International Airport,MX,Silao,MMLO,BJX
Manuel Márquez de León International Airport,MX,La Paz,MMLP,LAP
Loreto International Airport,MX,Loreto,MMLT,LTO
General Servando Canales International Airport,MX,Matamoros,MMMA,MAM
Manuel Crescencio Rejón International Airport,MX,Mérida,MMMD,MID
General Rodolfo Sánchez Taboada International Airport,MX,Mexicali,MMML,MXL
General Francisco J. Mujica International Airport,MX,Morelia,MMMM,MLM
Minatitlán/Coatzacoalcos International Airport,MX,Cosoleacaque,MMMT,MTT
Benito Juárez International Airport,MX,Ciudad de México,MMMX,MEX
Monterrey International Airport,MX,Monterrey,MMMY,MTY
General Rafael Buelna International Airport,MX,Mazatlàn,MMMZ,MZT
Quetzalcóatl International Airport,MX,Nuevo Laredo,MMNL,NLD
Xoxocotlán International Airport,MX,Oaxaca,MMOX,OAX
El Tajín National Airport,MX,Poza Rica,MMPA,PAZ
Hermanos Serdán International Airport,MX,Puebla,MMPB,PBC
Mar de Cortés International Airport,MX,Puerto Peñasco,MMPE,PPE
Piedras Negras International Airport,MX,Piedras Negras,MMPG,PDS
Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,MX,Uruapan,MMPN,UPN
Puerto Vallarta International Airport,MX,Puerto Vallarta,MMPR,PVR
Puerto Escondido International Airport,MX,Puerto Escondido,MMPS,PXM
Querétaro Intercontinental Airport,MX,Querétaro,MMQT,QRO
General Lucio Blanco International Airport,MX,Reynosa,MMRX,REX
Los Cabos International Airport,MX,San José del Cabo,MMSD,SJD
General Felipe Ángeles International Airport,MX,Mexico City,MMSM,NLU
Ponciano Arriaga International Airport,MX,San Luis Potosí,MMSP,SLP
Francisco Sarabia Tinoco International Airport,MX,Torreón,MMTC,TRC
Angel Albino Corzo International Airport,MX,Tuxtla Gutiérrez,MMTG,TGZ
General Abelardo L. Rodriguez International Airport,MX,Tijuana,MMTJ,TIJ
Felipe Carrillo Puerto International Airport,MX,Tulum,MMTL,TQO
General Francisco Javier Mina International Airport,MX,Tampico,MMTM,TAM
Adolfo López Mateos International Airport,MX,Toluca,MMTO,TLC
Tapachula International Airport,MX,Tapachula,MMTP,TAP
Cancún International Airport,MX,Cancún,MMUN,CUN
Carlos Rovirosa Pérez International Airport,MX,Villahermosa,MMVA,VSA
General Heriberto Jara International Airport,MX,Veracruz,MMVR,VER
General Leobardo C. Ruiz International Airport,MX,Zacatecas,MMZC,ZCL
Ixtapa-Zihuatanejo International Airport,MX,Ixtapa,MMZH,ZIH
Playa de Oro International Airport,MX,Manzanillo,MMZO,ZLO
Bintulu Airport,MY,Bintulu,WBGB,BTU
Long Lellang Airport,MY,Long Datih,WBGF,LGL
Kuching International Airport,MY,Kuching,WBGG,KCH
Long Seridan Airport,MY,Long Seridan,WBGI,ODN
Limbang Airport,MY,Limbang,WBGJ,LMN
Mukah Airport,MY,Mukah,WBGK,MKM
Marudi Airport,MY,Marudi,WBGM,MUR
Bakalalan Airport,MY,Bakalalan,WBGQ,BKM
Miri Airport,MY,Miri,WBGR,MYY
Sibu Airport,MY,Sibu,WBGS,SBW
Lawas Airport,MY,Lawas,WBGW,LWY
Bario Airport,MY,Bario,WBGZ,BBN
Lahad Datu Airport,MY,Lahad Datu,WBKD,LDU
Kota Kinabalu International Airport,MY,Kota Kinabalu,WBKK,BKI
Labuan Airport,MY,Labuan,WBKL,LBU
Tomanggong Airport,MY,Tomanggong,WBKM,TMG
Sandakan Airport,MY,Sandakan,WBKS,SDK
Kudat Airport,MY,Kudat,WBKT,KUD
Tawau Airport,MY,Tawau,WBKW,TWU
Mulu Airport,MY,Mulu,WBMU,MZV
Tioman Airport,MY,Tioman Island,WMBT,TOD
Sultan Abdul Halim Airport,MY,Alor Satar,WMKA,AOR
Sultan Ismail Petra Airport,MY,Kota Baharu,WMKC,KBR
Kuantan Airport,MY,Kuantan,WMKD,KUA
Sultan Azlan Shah Airport,MY,Ipoh,WMKI,IPH
Senai International Airport,MY,Johor Bahru,WMKJ,JHB
Kuala Lumpur International Airport,MY,Sepang,WMKK,KUL
Langkawi International Airport,MY,Langkawi,WMKL,LGK
Sultan Mahmud Airport,MY,Kuala Terengganu,WMKN,TGG
Penang International Airport,MY,Penang,WMKP,PEN
Pulau Pangkor Airport,MY,Pangkor Island,WMPA,PKG
Sultan Abdul Aziz Shah International Airport,MY,Subang,WMSA,SZB
Beira Airport,MZ,Beira,FQBR,BEW
Chimoio Airport,MZ,Chimoio,FQCH,VPY
Inhambane Airport,MZ,Inhambane,FQIN,INH
Lichinga Airport,MZ,Lichinga,FQLC,VXC
Maputo Airport,MZ,Maputo,FQMA,MPM
Nampula Airport,MZ,Nampula,FQNP,APL
Pemba Airport,MZ,Pemba,FQPB,POL
Quelimane Airport,MZ,Quelimane,FQQL,UEL
Chingozi Airport,MZ,Tete,FQTT,TET
Vilankulo Airport,MZ,Vilanculo,FQVL,VNX
Xai-Xai Chongoene Airport,MZ,Xai-Xai,FQXA,VJB
Halali Airport,NA,Halali,FYHI,HAL
Katima Mulilo Airport,NA,Mpacha,FYKM,MPA
Luderitz Airport,NA,Luderitz,FYLZ,LUD
Ondangwa Airport,NA,Ondangwa,FYOA,OND
Oranjemund Airport,NA,Oranjemund,FYOG,OMD
Rundu Airport,NA,Rundu,FYRU,NDU
Walvis Bay Airport,NA,Rooikop,FYWB,WVB
Eros Airport,NA,Windhoek,FYWE,ERS
Hosea Kutako International Airport,NA,Windhoek,FYWH,WDH
Tiga Airport,NC,Tiga,NWWA,TGJ
Île Art - Waala Airport,NC,Waala,NWWC,BMY
Koné Airport,NC,Koné,NWWD,KNQ
Île des Pins Airport,NC,Île des Pins,NWWE,ILP
Koumac Airport,NC,Koumac,NWWK,KOC
Lifou Airport,NC,Lifou,NWWL,LIF
Nouméa Magenta Airport,NC,Nouméa,NWWM,GEA
Maré Airport,NC,Maré,NWWR,MEE
Touho Airport,NC,Touho,NWWU,TOU
Ouvéa Airport,NC,Ouvéa,NWWV,UVE
La Tontouta International Airport,NC,Nouméa (La Tontouta),NWWW,NOU
Diori Hamani International Airport,NE,Niamey,DRRN,NIM
Mano Dayak International Airport,NE,Agadez,DRZA,AJY
Zinder Airport,NE,Zinder,DRZR,ZND
Norfolk Island International Airport,NF,Burnt Pine,YSNF,NLK
Nnamdi Azikiwe International Airport,NG,Abuja,DNAA,ABV
Akwa Ibom International Airport,NG,Uyo,DNAI,QUO
Akure Airport,NG,Akure,DNAK,AKR
Sir Abubakar Tafawa Balewa International Airport,NG,Bauchi,DNBC,BCU
Benin Airport,NG,Benin,DNBE,BNI
Margaret Ekpo International Airport,NG,Calabar,DNCA,CBQ
Akanu Ibiam International Airport,NG,Enegu,DNEN,ENU
Gombe Lawanti International Airport,NG,Gombe,DNGO,GMO
Ibadan Airport,NG,Ibadan,DNIB,IBA
Ilorin International Airport,NG,Ilorin,DNIL,ILR
Sam Mbakwe International Airport,NG,Owerri,DNIM,QOW
Yakubu Gowon Airport,NG,Jos,DNJO,JOS
Kaduna Airport,NG,Kaduna,DNKA,KAD
Mallam Aminu International Airport,NG,Kano,DNKN,KAN
Maiduguri International Airport,NG,Maiduguri,DNMA,MIU
Makurdi Airport,NG,Makurdi,DNMK,MDI
Murtala Muhammed International Airport,NG,Lagos,DNMM,LOS
Port Harcourt International Airport,NG,Port Harcourt,DNPO,PHC
Sadiq Abubakar III International Airport,NG,Sokoto,DNSO,SKO
Warri Airport,NG,Okpe,DNSU,QRW
Yola Airport,NG,Yola,DNYO,YOL
Bluefields Airport,NI,Bluefields,MNBL,BEF
Augusto C. Sandino (Managua) International Airport,NI,Managua,MNMG,MGA
Puerto Cabezas Airport,NI,Puerto Cabezas,MNPC,PUZ
Amsterdam Airport Schiphol,NL,Amsterdam,EHAM,AMS
Maastricht Aachen Airport,NL,Maastricht,EHBK,MST
Eindhoven Airport,NL,Eindhoven,EHEH,EIN
Groningen Airport Eelde,NL,Groningen,EHGG,GRQ
Rotterdam The Hague Airport,NL,Rotterdam,EHRD,RTM
"Ålesund Airport, Vigra",NO,Ålesund,ENAL,AES
"Andøya Airport, Andenes",NO,Andenes,ENAN,ANX
Alta Airport,NO,Alta,ENAT,ALF
"Førde Airport, Bringeland",NO,Førde,ENBL,FDE
"Brønnøysund Airport, Brønnøy",NO,Brønnøy,ENBN,BNN
Bodø Airport,NO,Bodø,ENBO,BOO
"Bergen Airport, Flesland",NO,Bergen,ENBR,BGO
Båtsfjord Airport,NO,Båtsfjord,ENBS,BJF
Berlevåg Airport,NO,Berlevåg,ENBV,BVG
"Kristiansand Airport, Kjevik",NO,Kjevik,ENCN,KRS
Bardufoss Airport,NO,Målselv,ENDU,BDU
"Harstad/Narvik Airport, Evenes",NO,Evenes,ENEV,EVE
Florø Airport,NO,Florø,ENFL,FRO
"Oslo Airport, Gardermoen",NO,Oslo (Gardermoen),ENGM,OSL
"Haugesund Airport, Karmøy",NO,Karmøy,ENHD,HAU
Hammerfest Airport,NO,Hammerfest,ENHF,HFT
Hasvik Airport,NO,Hasvik,ENHK,HAA
"Honningsvåg Airport, Valan",NO,Honningsvåg,ENHV,HVG
"Kristiansund Airport, Kvernberget",NO,Kvernberget,ENKB,KSU
"Kirkenes Airport, Høybuktmoen",NO,Kirkenes,ENKR,KKN
Leknes Airport,NO,Leknes,ENLK,LKN
Mehamn Airport,NO,Mehamn,ENMH,MEH
"Molde Airport, Årø",NO,Årø,ENML,MOL
"Mosjøen Airport, Kjærstad",NO,Mosjøen,ENMS,MJF
"Lakselv Airport, Banak",NO,Lakselv,ENNA,LKL
Namsos Airport,NO,Namsos,ENNM,OSY
Ørland Airport,NO,Ørland,ENOL,OLA
"Ørsta-Volda Airport, Hovden",NO,Ørsta,ENOV,HOV
"Mo i Rana Airport, Røssvoll",NO,Mo i Rana,ENRA,MQN
"Rørvik Airport, Ryum",NO,Rørvik,ENRM,RVK
Røros Airport,NO,Røros,ENRO,RRS
Røst Airport,NO,Røst,ENRS,RET
"Svalbard Airport, Longyear",NO,Longyearbyen,ENSB,LYR
"Sandane Airport, Anda",NO,Sandane,ENSD,SDN
"Sogndal Airport, Haukåsen",NO,Sogndal,ENSG,SOG
"Svolvær Airport, Helle",NO,Svolvær,ENSH,SVJ
"Stokmarknes Airport, Skagen",NO,Hadsel,ENSK,SKN
"Stord Airport, Sørstokken",NO,Leirvik,ENSO,SRP
Sørkjosen Airport,NO,Sørkjosen,ENSR,SOJ
"Vardø Airport, Svartnes",NO,Vardø,ENSS,VAW
"Sandnessjøen Airport, Stokka",NO,Alstahaug,ENST,SSJ
"Tromsø Airport, Langnes",NO,Tromsø,ENTC,TOS
"Sandefjord Airport, Torp",NO,Torp,ENTO,TRF
"Trondheim Airport, Værnes",NO,Trondheim,ENVA,TRD
Vadsø Airport,NO,Vadsø,ENVD,VDS
"Stavanger Airport, Sola",NO,Stavanger,ENZV,SVG
